evalu;["00001", "00024", "00038", "00065", "00087", "00089", "00149", "00150", "00150", "00150", "00159", "00163", "00163", "00165", "00188", "00190", "00193", "00200", "00224", "00225", "00238", "00273", "00274", "00334", "00335", "00335", "00335", "00349", "00355", "00359", "00370", "00370", "00377", "00377", "00415", "00422", "00448", "00450", "00455", "00457", "00465", "00465", "00465", "00465", "00467", "00475", "00483", "00502", "00515", "00519", "00519", "00532", "00543", "00559", "00581", "00582", "00584", "00584", "00594", "00594", "00597", "00609", "00642", "00643", "00653", "00661", "00668", "00673", "00676", "00696", "00721", "00726", "00726", "00746", "00760", "00771", "00791", "00796", "00798", "00826", "00843", "00867", "00868", "00877", "00890", "00899", "00905", "00928", "00930", "00956", "00963", "00990", "00990", "01003", "01006", "01007", "01019", "01021", "01041", "01047", "01067", "01076", "01084", "01112", "01116", "01129", "01145", "01151", "01164", "01188", "01214", "01214", "01216", "01220", "01237"]
acuiti;["00268", "00449", "00449"]
liter;["00147", "00147", "00227", "00227", "00462", "00559", "00913", "00913", "00978", "00978", "00978", "01215"]
whatev;["00593", "00797"]
preced;["00057", "00323", "00546", "00546", "00812", "00875", "01149"]
unstimul;["01172", "01172"]
microvasculatur;["00416"]
scar;["01217"]
content;["00004", "00005", "00019", "00023", "00031", "00031", "00031", "00031", "00031", "00031", "00045", "00045", "00071", "00071", "00096", "00119", "00121", "00166", "00175", "00231", "00231", "00278", "00278", "00278", "00280", "00280", "00280", "00290", "00290", "00290", "00318", "00336", "00378", "00380", "00380", "00380", "00380", "00405", "00405", "00409", "00409", "00425", "00436", "00436", "00441", "00441", "00462", "00463", "00463", "00463", "00470", "00470", "00470", "00470", "00470", "00494", "00503", "00524", "00533", "00568", "00568", "00600", "00643", "00644", "00644", "00644", "00644", "00644", "00644", "00711", "00714", "00714", "00721", "00742", "00757", "00757", "00827", "00925", "00925", "00955", "00956", "00956", "00976", "00996", "00996", "00998", "00998", "01017", "01044", "01056", "01064", "01103", "01144", "01157", "01178", "01196", "01196", "01196", "01196", "01197", "01197", "01197", "01197", "01197", "01197", "01197", "01197"]
remark;["00152", "00270", "00290", "00538", "00540", "00917"]
perfus;["00087", "00137", "00137", "00137", "00137", "00155", "00155", "00155", "00155", "00192", "00192", "00192", "01045", "01045", "01045", "01045", "01045", "01199"]
intub;["00150", "00602", "00943"]
patern;["00085", "00351", "00647"]
defenc;["00347", "00452", "00501", "00632", "01170"]
discret;["00215", "00370", "00520"]
spurt;["00550"]
intraven;["00126", "00126", "00146", "00152", "00173", "00200", "00208", "00209", "00238", "00274", "00290", "00290", "00314", "00315", "00315", "00315", "00317", "00317", "00317", "00317", "00364", "00396", "00458", "00458", "00538", "00540", "00540", "00556", "00585", "00594", "00680", "00684", "00686", "00758", "00823", "00834", "01015", "01021", "01066"]
code;["00569"]
decompens;["00239"]
satisfi;["00202"]
fluctuat;["00008", "00230", "00436", "00575", "00848", "01099"]
primari;["00067", "00084", "00122", "00156", "00193", "00202", "00202", "00237", "00239", "00239", "00260", "00270", "00292", "00322", "00330", "00343", "00360", "00408", "00423", "00424", "00430", "00441", "00494", "00498", "00499", "00517", "00538", "00552", "00553", "00553", "00569", "00571", "00572", "00582", "00586", "00601", "00660", "00760", "00768", "00800", "00812", "00855", "00856", "00891", "00909", "00919", "00922", "00959", "00969", "01059", "01093", "01111", "01119", "01119", "01148", "01177"]
hydroxymercuribenzo;["00951"]
unrecogn;["00095", "00612", "00999"]
diagram;["00911", "01073"]
interrelationship;["00421", "00502", "00673", "00791"]
niemann;["00545"]
marasmu;["00109"]
anabol;["00385", "00516"]
go;["00855", "00885"]
fvc;["00144", "00587", "00674", "00674", "00674", "01006", "01006", "01006", "01012", "01149", "01149", "01151", "01151"]
wash;["00004", "00105", "00261", "00497", "00533", "00629", "00629", "00629", "01201"]
withhold;["00830", "01099", "01099"]
exocrin;["00066", "00125", "00129", "00190", "00297", "00300", "00313", "00322", "00333", "00343", "00370", "00371", "00398", "00398", "00429", "00440", "00440", "00440", "00440", "00440", "00440", "00440", "00441", "00441", "00441", "00443", "00462", "00465", "00478", "00494", "00495", "00548", "00553", "00559", "00568", "00571", "00584", "00611", "00643", "00643", "00652", "00652", "00688", "00697", "00714", "00755", "00755", "00763", "00791", "00791", "00791", "00791", "00791", "00791", "00793", "00798", "00798", "00798", "00798", "00798", "00798", "00815", "00815", "00837", "00882", "00889", "00899", "00899", "00913", "00921", "00921", "00955", "00955", "00984", "01002", "01002", "01002", "01033", "01100", "01101", "01124", "01145", "01156", "01156", "01158", "01175", "01185", "01197", "01197", "01197", "01223", "01223"]
ultim;["00084", "00089", "00264", "00325", "00333", "01098"]
vessel;["00429", "00947", "00947", "01217", "01235"]
habit;["00056", "00673", "00673"]
outlin;["00004", "00083", "00505", "00505", "00545", "00570", "00734", "00746", "00821", "00943", "01127", "01179"]
session;["00093", "00911", "01006", "01220"]
glucagon;["00092", "00092", "00092", "00585", "00585", "00585", "00585", "00585", "00585", "00585", "00601", "00695", "00695", "00695"]
merit;["00494", "00811", "00815"]
chosen;["00196", "00335", "00452", "00767", "01132"]
end;["00127", "00185", "00215", "00354", "00563", "00578", "00578", "00701", "00705", "00775", "00775", "00775", "00775", "00858", "00858", "00886", "00886", "00886", "00886", "01039", "01180"]
exud;["00564"]
percent;["00061", "00061", "00061", "00163", "00163", "00304", "00323", "00354", "00354", "00354", "00407", "00506", "00514", "00562", "00563", "00563", "00696", "00703", "00703", "00719", "00728", "00899", "00956", "00972", "00972", "00972", "01010", "01046", "01047", "01047", "01188", "01197", "01201", "01206", "01206", "01209"]
heavi;["00447", "00454", "00454", "00458"]
cousin;["00009", "00664", "00664", "00664", "00968"]
anylas;["00526"]
elliott;["00103", "00103", "00115", "00116", "00126", "00208", "00289", "00538", "00538", "00538", "00544", "01168"]
intervent;["00239", "00450", "00804", "00804", "01000"]
feed;["00097", "00126", "00220", "00714", "00714", "00955", "01098", "01098"]
greater;["00018", "00022", "00052", "00062", "00062", "00073", "00093", "00095", "00108", "00118", "00118", "00136", "00144", "00150", "00152", "00172", "00172", "00188", "00234", "00234", "00244", "00253", "00259", "00307", "00307", "00307", "00307", "00307", "00314", "00358", "00369", "00369", "00375", "00380", "00393", "00425", "00442", "00451", "00461", "00467", "00472", "00475", "00525", "00527", "00529", "00532", "00548", "00563", "00563", "00609", "00627", "00632", "00635", "00645", "00645", "00646", "00654", "00664", "00665", "00665", "00676", "00678", "00678", "00740", "00748", "00749", "00757", "00800", "00800", "00805", "00811", "00827", "00829", "00843", "00850", "00859", "00871", "00955", "01002", "01003", "01003", "01014", "01014", "01016", "01019", "01043", "01048", "01083", "01111", "01117", "01126", "01140", "01174", "01200", "01203", "01213", "01213", "01222", "01222", "01222", "01222"]
immunoprecipitin;["00860"]
frustrat;["00325", "00450"]
overview;["00360", "00701", "00990"]
acetylcholinesteras;["01050", "01050"]
impot;["00296"]
antagonist;["01120", "01223"]
altern;["00081", "00177", "00197", "00281", "00302", "00482", "00507", "00543", "00689", "00689", "00689", "00693", "00812", "00831", "00865", "00902", "00919", "00919", "00945", "01074", "01074", "01074", "01086", "01112", "01139", "01167", "01188", "01204"]
arteri;["00020", "00020", "00100", "00100", "00100", "00100", "00100", "00144", "00148", "00192", "00192", "00192", "00192", "00192", "00267", "00316", "00316", "00316", "00316", "00348", "00348", "00348", "00368", "00383", "00429", "00539", "00629", "00698", "00751", "00753", "00757", "00779", "00843", "00843", "00985", "01032", "01047", "01073", "01104", "01237"]
domiciliari;["01034", "01152"]
nondeterg;["00190"]
overgrowth;["01051", "01051", "01051"]
agent;["00067", "00193", "00193", "00193", "00195", "00202", "00206", "00208", "00265", "00458", "00508", "00511", "00546", "00546", "00546", "00592", "00592", "00652", "00652", "00673", "00703", "00945", "00945", "00945", "00945", "01029", "01029", "01095", "01197"]
phase;["00001", "00001", "00194", "00257", "00263", "00272", "00312", "00336", "00388", "00388", "00397", "00415", "00415", "00453", "00454", "00567", "00567", "00567", "00616", "00660", "00686", "00738", "00790", "00790", "00790", "00797", "00986", "00987", "00988", "00988", "00988", "00988", "00989", "00989", "00993", "01029", "01047", "01124", "01142", "01142", "01170", "01170", "01171", "01218", "01237"]
prompt;["00092", "00094", "00101", "00126", "00193", "00487", "00508"]
septat;["00364"]
sepharos;["00256", "00521", "00530", "00892", "00892", "01221"]
intric;["00135"]
quinquennium;["00384"]
isol;["00043", "00054", "00061", "00061", "00067", "00080", "00086", "00086", "00125", "00125", "00138", "00143", "00156", "00161", "00165", "00177", "00177", "00177", "00179", "00179", "00179", "00179", "00190", "00248", "00248", "00249", "00256", "00260", "00265", "00269", "00325", "00342", "00371", "00374", "00401", "00401", "00405", "00405", "00409", "00409", "00436", "00451", "00451", "00451", "00458", "00458", "00460", "00467", "00469", "00469", "00479", "00479", "00532", "00535", "00550", "00554", "00554", "00554", "00555", "00589", "00589", "00604", "00614", "00706", "00718", "00718", "00748", "00753", "00791", "00827", "00827", "00829", "00829", "00832", "00876", "00884", "00884", "00884", "00884", "00887", "00887", "00887", "00890", "00905", "00923", "00923", "00923", "00950", "00950", "00950", "00950", "00950", "01005", "01010", "01026", "01026", "01030", "01030", "01042", "01065", "01086", "01086", "01086", "01086", "01086", "01120", "01166", "01167", "01185", "01221", "01221", "01221", "01221"]
miscibl;["00676", "00676"]
coloni;["00176", "00260", "00260", "00260", "00265", "01010", "01010", "01086", "01086", "01086", "01230"]
soy;["00097", "00756", "00797"]
palmitol;["01030"]
quantatit;["00118"]
disciplin;["00389"]
metachromasia;["00067", "00074", "00074", "00083", "00083", "00083", "00083", "00108", "00121", "00172", "00172", "00172", "00235", "00236", "00242", "00242", "00242", "00242", "00243", "00243", "00243", "00244", "00244", "00244", "00244", "00325", "00392", "00415", "00504", "00568", "00858"]
biotyp;["00555"]
devianc;["00448"]
kyphosi;["00859", "00859", "00859"]
blood;["00006", "00006", "00014", "00020", "00023", "00023", "00023", "00030", "00034", "00044", "00055", "00101", "00107", "00111", "00118", "00121", "00121", "00121", "00122", "00135", "00148", "00150", "00165", "00165", "00167", "00173", "00181", "00199", "00199", "00209", "00230", "00230", "00230", "00230", "00235", "00235", "00235", "00235", "00235", "00236", "00236", "00251", "00253", "00253", "00256", "00256", "00263", "00270", "00270", "00313", "00313", "00316", "00316", "00317", "00317", "00360", "00360", "00360", "00371", "00374", "00374", "00378", "00393", "00393", "00393", "00393", "00393", "00393", "00397", "00414", "00426", "00426", "00435", "00436", "00436", "00436", "00436", "00458", "00458", "00458", "00460", "00482", "00509", "00539", "00553", "00553", "00553", "00556", "00562", "00568", "00583", "00588", "00613", "00613", "00613", "00613", "00613", "00622", "00643", "00691", "00707", "00751", "00751", "00751", "00753", "00757", "00789", "00792", "00792", "00792", "00804", "00804", "00804", "00804", "00809", "00809", "00843", "00843", "00844", "00874", "00896", "00924", "00935", "00943", "00958", "00985", "00985", "00992", "01046", "01058", "01073", "01073", "01075", "01085", "01126", "01126", "01127", "01128", "01130", "01130", "01133", "01140", "01156", "01175", "01175", "01175", "01175", "01178", "01180", "01189", "01212", "01217", "01221", "01238", "01238", "01238"]
proteinosi;["00224", "00224", "00224", "00224", "00669", "00669"]
ideal;["00197", "00315", "00542", "00674", "00946", "01008", "01174", "01182"]
receiv;["00014", "00019", "00019", "00030", "00030", "00068", "00068", "00068", "00089", "00091", "00091", "00159", "00159", "00163", "00163", "00177", "00181", "00181", "00224", "00241", "00291", "00295", "00367", "00449", "00449", "00458", "00458", "00475", "00487", "00489", "00546", "00599", "00678", "00688", "00688", "00694", "00694", "00694", "00696", "00705", "00705", "00718", "00718", "00804", "00804", "00806", "00810", "00813", "00813", "00818", "00887", "00924", "00962", "00962", "00963", "01017", "01081", "01155", "01165", "01218", "01227"]
camper;["00628", "00628", "00628", "00628"]
interfac;["00093", "00203", "00638"]
methionin;["00143", "00494", "00625", "00625", "00625", "00625", "00625", "00743", "00743"]
mucin;["00041", "00041", "00041", "00053", "00496", "00496", "00496", "00496", "00496", "00496", "00496", "00496", "00496", "00533", "00533", "00533", "00533", "00533", "00533", "00853", "00854", "00861", "00861", "00895", "00895", "00895", "00895", "00895", "00895", "00895", "00975", "01125", "01125", "01125", "01145"]
malabsorpt;["00005", "00005", "00063", "00101", "00129", "00129", "00157", "00175", "00221", "00251", "00255", "00288", "00288", "00288", "00288", "00288", "00290", "00322", "00359", "00359", "00362", "00398", "00428", "00443", "00466", "00468", "00509", "00538", "00550", "00582", "00616", "00616", "00657", "00658", "00658", "00658", "00660", "00662", "00676", "00719", "00776", "00822", "00872", "00896", "00919", "00933", "00943", "01066", "01107", "01115", "01116", "01158", "01218"]
peliosi;["00385", "00385"]
tumor;["00149", "00652", "00782", "00791", "00863", "01191"]
aunt;["00968"]
donor;["00106", "00397", "00415", "00572", "00583", "00840", "00874", "00918", "01204"]
consanguin;["00162", "00664", "00968", "01166"]
number;["00001", "00001", "00001", "00006", "00006", "00006", "00006", "00007", "00007", "00007", "00014", "00014", "00014", "00014", "00014", "00014", "00040", "00041", "00049", "00049", "00055", "00064", "00067", "00073", "00073", "00083", "00086", "00088", "00095", "00123", "00124", "00124", "00130", "00139", "00139", "00147", "00154", "00197", "00216", "00233", "00244", "00258", "00258", "00289", "00289", "00291", "00301", "00301", "00308", "00333", "00334", "00360", "00369", "00401", "00412", "00414", "00428", "00445", "00446", "00475", "00482", "00482", "00487", "00504", "00510", "00515", "00544", "00565", "00607", "00607", "00615", "00617", "00618", "00631", "00631", "00632", "00633", "00634", "00651", "00654", "00654", "00661", "00661", "00670", "00674", "00678", "00687", "00705", "00706", "00719", "00722", "00740", "00743", "00743", "00745", "00746", "00774", "00778", "00778", "00778", "00778", "00778", "00778", "00811", "00811", "00811", "00812", "00812", "00860", "00860", "00862", "00866", "00867", "00867", "00877", "00879", "00942", "00957", "00967", "00968", "00968", "00968", "00968", "00968", "00983", "00983", "00983", "00983", "00986", "00989", "00995", "01008", "01029", "01030", "01065", "01076", "01083", "01099", "01103", "01121", "01121", "01138", "01145", "01173", "01173", "01181", "01185", "01195", "01195", "01232"]
brilliant;["00520"]
fetuin;["00853", "01029", "01029", "01029"]
fals;["00094", "00111", "00111", "00175", "00206", "00234", "00378", "00378", "00470", "00482", "00482", "00482", "00482", "00483", "00483", "00483", "00483", "00600", "00697", "00697", "00713", "00717", "00717", "00818", "00818", "00825", "00849", "00849", "00877", "00916", "00920", "00927", "00930", "00995", "00995", "01014", "01014", "01014", "01014", "01051", "01051", "01063", "01076", "01105", "01105", "01113", "01174", "01176"]
microbiolog;["00177", "00865"]
pgm;["00198", "00198"]
viscid;["00151", "00151", "00300", "00776"]
vasopressin;["00684"]
glycerid;["00101"]
affin;["00054", "00054", "00081", "00573", "00748", "00757", "00757", "00857", "00868", "00868", "00868", "00868", "01055", "01221", "01222", "01222"]
verifi;["00097", "00674", "00885", "01176"]
wound;["00517", "01193"]
oxal;["00582"]
aspartylglucosamin;["00371"]
helen;["00131", "00291"]
impair;["00038", "00066", "00166", "00185", "00208", "00251", "00272", "00273", "00296", "00317", "00317", "00366", "00382", "00394", "00394", "00397", "00397", "00401", "00448", "00539", "00539", "00596", "00601", "00601", "00605", "00689", "00695", "00778", "00841", "00841", "00896", "00969", "00982", "01025", "01054", "01071", "01077", "01077", "01077", "01078", "01092", "01116", "01143", "01145", "01165", "01203"]
staphylococcu;["00008", "00061", "00061", "00062", "00062", "00062", "00086", "00135", "00160", "00179", "00271", "00300", "00505", "00550", "00668", "00718", "00745", "00860", "00860", "00887", "00892", "00905", "00905", "00922", "00923", "00986", "01077", "01112", "01143"]
cholecystograph;["00594"]
pactient;["00588"]
thi;["00718", "00718", "00718", "00923", "00923"]
realli;["00056", "00076", "00147", "00926", "00985"]
histor;["00301", "00665", "00776"]
paco;["01073"]
resp;["00355"]
deterior;["00015", "00024", "00050", "00050", "00185", "00422", "00452", "00468", "00539", "00632", "00784", "00844", "00914", "00956", "01038", "01038", "01067", "01067", "01110", "01112", "01151", "01180", "01232"]
sweetbread;["00693"]
threefold;["00092", "00255", "00470"]
zone;["00047", "00047", "00047", "00141", "00155", "00194", "00361", "00361", "00367"]
ogtt;["00695", "00695"]
signficantli;["01101"]
inclin;["00978"]
disabl;["00046", "00084", "00472", "00620", "00630", "00701", "00701", "00701", "00701", "01017", "01024"]
china;["00276"]
crop;["00491"]
hope;["00077", "00077", "00084", "00108", "00117", "00465", "00491", "00495", "00504"]
bowl;["00109"]
erythrocyt;["00052", "00054", "00124", "00125", "00125", "00140", "00278", "00278", "00278", "00303", "00303", "00303", "00303", "00393", "00393", "00393", "00393", "00418", "00418", "00418", "00436", "00436", "00539", "00556", "00568", "00588", "00676", "00676", "00676", "00676", "00676", "00676", "00757", "00757", "00757", "00757", "00860", "00960", "00960", "00960", "00960", "00960", "00960", "01050", "01085", "01085", "01085", "01085", "01085"]
appli;["00014", "00069", "00216", "00297", "00318", "00368", "00403", "00452", "00491", "00515", "00593", "00685", "00701", "00852", "00867", "00877", "00929", "00952", "00990", "01034", "01041", "01140", "01186", "01204", "01220"]
previou;["00052", "00105", "00108", "00188", "00205", "00242", "00243", "00252", "00284", "00360", "00393", "00521", "00525", "00531", "00532", "00534", "00553", "00565", "00575", "00602", "00680", "00681", "00739", "00744", "00760", "00782", "00782", "00794", "00848", "00865", "00916", "00948", "00973", "00982", "00997", "01083", "01135", "01136", "01146", "01151", "01168", "01197", "01206", "01206", "01213", "01215", "01219", "01230"]
hour;["00005", "00018", "00023", "00031", "00061", "00061", "00070", "00150", "00159", "00159", "00159", "00358", "00397", "00414", "00414", "00417", "00544", "00606", "00608", "00615", "00686", "00686", "00710", "00753", "00773", "00804", "00809", "00809", "00815", "00815", "00835", "00896", "00896", "00896", "00896", "00896", "00899", "00962", "00962", "00972", "01044", "01098", "01100", "01100", "01100", "01100", "01101", "01101", "01101", "01115", "01117", "01142", "01143", "01162", "01202", "01202", "01202"]
mist;["00025", "00025", "00025", "00031", "00031", "00031", "00090", "00090", "00090", "00326", "00438", "00438", "00963", "00963", "00963", "00963"]
scoliosi;["00859", "00859"]
dialysi;["00307", "00535", "00563", "00577", "01098"]
mistak;["00352"]
review;["00009", "00014", "00025", "00037", "00060", "00084", "00095", "00097", "00100", "00111", "00148", "00149", "00163", "00165", "00165", "00180", "00180", "00197", "00197", "00203", "00203", "00215", "00215", "00241", "00247", "00276", "00276", "00322", "00327", "00359", "00360", "00370", "00372", "00423", "00429", "00431", "00440", "00449", "00476", "00483", "00497", "00499", "00503", "00508", "00508", "00514", "00516", "00545", "00566", "00568", "00581", "00581", "00590", "00598", "00605", "00682", "00703", "00723", "00731", "00752", "00759", "00791", "00808", "00821", "00821", "00826", "00835", "00856", "00861", "00866", "00870", "00879", "00879", "00888", "00910", "00979", "00990", "00991", "01000", "01008", "01022", "01033", "01036", "01041", "01079", "01079", "01083", "01087", "01122", "01147", "01156", "01160", "01193", "01216", "01217", "01227", "01233", "01234"]
odc;["00743", "00743", "00743"]
sixti;["00184", "00619", "00879", "01060"]
radionuclid;["00708", "00754", "01041", "01041", "01041", "01110"]
phe;["00466", "00466", "01140"]
sizabl;["00998"]
difco;["01086"]
hypervolemia;["00751"]
regardless;["00193", "00307", "00641", "00840", "00980"]
satisfactori;["00004", "00034", "00359", "00556", "00930", "01152", "01152", "01174"]
although;["00008", "00012", "00047", "00053", "00061", "00067", "00079", "00087", "00089", "00091", "00091", "00098", "00104", "00107", "00112", "00115", "00120", "00134", "00152", "00176", "00187", "00227", "00231", "00241", "00264", "00279", "00281", "00281", "00289", "00313", "00322", "00331", "00333", "00343", "00348", "00348", "00351", "00351", "00359", "00406", "00423", "00427", "00429", "00429", "00435", "00437", "00440", "00442", "00445", "00448", "00453", "00460", "00475", "00504", "00505", "00518", "00526", "00532", "00556", "00559", "00561", "00566", "00567", "00592", "00599", "00643", "00647", "00667", "00669", "00687", "00694", "00698", "00704", "00706", "00753", "00773", "00777", "00778", "00779", "00797", "00816", "00825", "00901", "00917", "00940", "00965", "00967", "00969", "00984", "00985", "01000", "01062", "01066", "01073", "01092", "01096", "01097", "01099", "01099", "01104", "01108", "01134", "01138", "01139", "01143", "01149", "01156", "01170", "01176", "01183", "01200", "01206", "01210", "01213"]
weil;["00104"]
inasmuch;["00733"]
eluat;["00447", "00447", "00521"]
antimicrobi;["00347", "00472", "00590", "00804", "00826", "00945", "01086", "01234"]
sequest;["01201"]
displac;["01003"]
warmli;["00773"]
benefici;["00199", "00208", "00438", "00543", "00599", "00673", "00767", "00823", "00823", "00876", "00999", "01092", "01103", "01149", "01149"]
cannot;["00018", "00046", "00090", "00104", "00118", "00208", "00218", "00231", "00235", "00284", "00286", "00330", "00340", "00371", "00407", "00419", "00420", "00450", "00505", "00540", "00547", "00565", "00658", "00661", "00690", "00746", "00771", "00797", "00830", "00869", "00985", "00985", "01007", "01014", "01200"]
taylor;["00285"]
epidem;["00067", "00104", "00179", "00457"]
probe;["00702", "01193", "01193", "01193", "01193"]
colimycin;["01042", "01042", "01227"]
heinrich;["00251", "00251"]
bronchogram;["00699"]
squar;["00520", "00597", "00597"]
fromat;["00579"]
repeatedli;["00179", "00210", "01106"]
immunolog;["00016", "00104", "00118", "00187", "00228", "00281", "00281", "00281", "00370", "00400", "00452", "00505", "00521", "00521", "00521", "00574", "00670", "01134"]
solv;["00280", "00430", "00701", "00946", "01182"]
fifteen;["00011", "00144", "00422", "00535", "01048"]
surgeri;["00037", "00037", "00156", "00202", "00263", "00344", "00422", "00558", "00649", "00699", "00732", "00772", "00772", "00775", "01032"]
sulphomucin;["00895", "00895", "00895", "00895", "01121"]
metabolis;["00070", "01088"]
skew;["00185", "00185"]
prais;["00946"]
acrylamid;["00190", "00374", "00533"]
fluorometr;["00165", "00305", "00313"]
dystocia;["00801"]
stripe;["00947"]
quebec;["00222"]
simian;["00399"]
morpholog;["00023", "00072", "00078", "00243", "00322", "00350", "00350", "00361", "00423", "00423", "00434", "00453", "00504", "00520", "00568", "00771", "00791", "00901", "00955", "00980", "01010", "01086", "01156", "01197"]
monoest;["00139"]
histolog;["00032", "00034", "00095", "00099", "00311", "00333", "00385", "00478", "00615", "00660", "00683", "00690", "00755", "00771", "00771", "00771", "00771", "00775", "00798", "00867", "01125"]
turner;["01001"]
intracellularli;["01146"]
empti;["00024", "00194", "00194", "00886"]
sourc;["00046", "00172", "00202", "00220", "00328", "00340", "00340", "00345", "00371", "00439", "00465", "00467", "00497", "00532", "00585", "00637", "00646", "00646", "00808", "00818", "00835", "00845", "00996", "01031", "01083", "01088", "01095", "01236"]
bleb;["00363", "00567", "01145"]
cover;["00213", "00261", "00511", "00861", "00980", "00980"]
